,step,Function,Model,ptc regulation,alphaHh_by,x_reach,t_reach
1679,69,Signal,SS,No,2,36.44793508492674,False
1680,70,Hh,Overshoot,Yes,1,24.940582828046814,6754
1681,70,Signal,Overshoot,Yes,1,19.470461186059495,6754
1682,70,Hh,SS,Yes,1,19.991466835247195,False
1683,70,Signal,SS,Yes,1,14.079605121269012,False
1684,70,Hh,Overshoot,Yes,0.5,23.5464566177571,1873
1685,70,Signal,Overshoot,Yes,0.5,11.541254340468086,7205
1686,70,Hh,SS,Yes,0.5,20.5067953621553,False
1687,70,Signal,SS,Yes,0.5,7.591850530596901,False
1688,70,Hh,Overshoot,Yes,2,26.12532535827671,2372
1689,70,Signal,Overshoot,Yes,2,27.68683396175541,6711
1690,70,Hh,SS,Yes,2,20.225799473337872,False
1691,70,Signal,SS,Yes,2,21.381491852592376,False
1692,70,Hh,Overshoot,No,1,24.968754030085208,57600
1693,70,Signal,Overshoot,No,1,20.818455091162605,57600
1694,70,Hh,SS,No,1,25.016515496431282,False
1695,70,Signal,SS,No,1,20.008233939126242,False
1696,70,Hh,Overshoot,No,0.5,23.54602855001191,1868
1697,70,Signal,Overshoot,No,0.5,12.608676702155066,57600
1698,70,Hh,SS,No,0.5,23.57832301160596,False
1699,70,Signal,SS,No,0.5,11.875738235433616,False
1700,70,Hh,Overshoot,No,2,26.19039239771712,57600
1701,70,Signal,Overshoot,No,2,29.173960718985953,57600
1702,70,Hh,SS,No,2,26.17076289272883,False
1703,70,Signal,SS,No,2,28.301386925217045,False
1704,71,Hh,Overshoot,Yes,1,,57600
1705,71,Signal,Overshoot,Yes,1,,57600
1706,71,Hh,SS,Yes,1,17.222317647923987,False
1707,71,Signal,SS,Yes,1,8.216365116944075,False
1708,71,Hh,Overshoot,Yes,0.5,,57600
1709,71,Signal,Overshoot,Yes,0.5,,57600
1710,71,Hh,SS,Yes,0.5,17.080134430344117,False
1711,71,Signal,SS,Yes,0.5,3.326217656695192,False
1712,71,Hh,Overshoot,Yes,2,18.564841207731078,4034
1713,71,Signal,Overshoot,Yes,2,14.767279172493147,6146
1714,71,Hh,SS,Yes,2,17.404034895874176,False
1715,71,Signal,SS,Yes,2,13.702406773919535,False
1716,71,Hh,Overshoot,No,1,,57600
1717,71,Signal,Overshoot,No,1,,57600
1718,71,Hh,SS,No,1,18.14296646757498,False
1719,71,Signal,SS,No,1,9.355892390663158,False
1720,71,Hh,Overshoot,No,0.5,,57600
1721,71,Signal,Overshoot,No,0.5,,57600
1722,71,Hh,SS,No,0.5,17.43317797463733,False
1723,71,Signal,SS,No,0.5,3.7849287524637987,False
1724,71,Hh,Overshoot,No,2,18.714194770688778,57600
1725,71,Signal,Overshoot,No,2,15.407392225935723,10688
1726,71,Hh,SS,No,2,18.754342341300358,False
1727,71,Signal,SS,No,2,15.201020384037946,False
1728,72,Hh,Overshoot,Yes,1,24.320954840182765,23843
1729,72,Signal,Overshoot,Yes,1,27.489597855537056,23843
1730,72,Hh,SS,Yes,1,23.468622283586228,False
1731,72,Signal,SS,Yes,1,25.067649208253897,False
1732,72,Hh,Overshoot,Yes,0.5,23.943739945470128,1069
1733,72,Signal,Overshoot,Yes,0.5,19.638224021406927,26048
1734,72,Hh,SS,Yes,0.5,22.002293532336907,False
1735,72,Signal,SS,Yes,0.5,17.25201647006996,False
1736,72,Hh,Overshoot,Yes,2,25.141377125055854,1846
1737,72,Signal,Overshoot,Yes,2,35.67810891586069,22921
1738,72,Hh,SS,Yes,2,24.89398522124094,False
1739,72,Signal,SS,Yes,2,33.17840675106601,False
1740,72,Hh,Overshoot,No,1,24.320954836247736,57600
1741,72,Signal,Overshoot,No,1,27.610733111213946,57600
1742,72,Hh,SS,No,1,23.57818319932403,False
1743,72,Signal,SS,No,1,25.19513470724422,False
1744,72,Hh,Overshoot,No,0.5,23.9437399454701,1069
1745,72,Signal,Overshoot,No,0.5,19.722231583287495,57600
1746,72,Hh,SS,No,0.5,22.066962765171453,False
1747,72,Signal,SS,No,0.5,17.343270796607513,False
1748,72,Hh,Overshoot,No,2,25.141377016763954,1846
1749,72,Signal,Overshoot,No,2,35.812079454912066,57600
1750,72,Hh,SS,No,2,25.016510889189888,False
1751,72,Signal,SS,No,2,33.327507315375456,False
1752,73,Hh,Overshoot,Yes,1,33.932956355362094,8234
1753,73,Signal,Overshoot,Yes,1,61.69086469949913,8234
1754,73,Hh,SS,Yes,1,20.448538975848976,False
1755,73,Signal,SS,Yes,1,31.015895039746624,False
1756,73,Hh,Overshoot,Yes,0.5,31.474863323129213,4108
1757,73,Signal,Overshoot,Yes,0.5,50.567495789624324,7801
1758,73,Hh,SS,Yes,0.5,15.37605120524941,False
1759,73,Signal,SS,Yes,0.5,21.87166129975364,False
1760,73,Hh,Overshoot,Yes,2,35.918470985659766,5173
1761,73,Signal,Overshoot,Yes,2,73.08827587298299,8696
1762,73,Hh,SS,Yes,2,25.662282865576998,False
1763,73,Signal,SS,Yes,2,41.39760597077118,False
1764,73,Hh,Overshoot,No,1,36.56523214807461,57536
1765,73,Signal,Overshoot,No,1,71.44772534822177,57536
1766,73,Hh,SS,No,1,36.474442631224534,False
1767,73,Signal,SS,No,1,68.97010286540038,False
1768,73,Hh,Overshoot,No,0.5,34.22879992990573,57600
1769,73,Signal,Overshoot,No,0.5,59.636459608070275,57600
1770,73,Hh,SS,No,0.5,34.265887874461555,False
1771,73,Signal,SS,No,0.5,57.26661476641893,False
1772,73,Hh,Overshoot,No,2,38.10927350029559,57600
1773,73,Signal,Overshoot,No,2,83.52849990522778,57600
1774,73,Hh,SS,No,2,37.91885055162381,False
1775,73,Signal,SS,No,2,80.88325852321472,False
1776,74,Hh,Overshoot,Yes,1,,57600
1777,74,Signal,Overshoot,Yes,1,,57600
1778,74,Hh,SS,Yes,1,42.06259055363587,False
1779,74,Signal,SS,Yes,1,43.885618488564134,False
1780,74,Hh,Overshoot,Yes,0.5,,57600
1781,74,Signal,Overshoot,Yes,0.5,,57600
1782,74,Hh,SS,Yes,0.5,41.87903465373362,False
1783,74,Signal,SS,Yes,0.5,29.05530086077873,False
1784,74,Hh,Overshoot,Yes,2,,57600
1785,74,Signal,Overshoot,Yes,2,,57600
1786,74,Hh,SS,Yes,2,45.47296316313542,False
1787,74,Signal,SS,Yes,2,59.82281715760169,False
1788,74,Hh,Overshoot,No,1,,57600
1789,74,Signal,Overshoot,No,1,,57600
1790,74,Hh,SS,No,1,52.94606574309176,False
1791,74,Signal,SS,No,1,56.636585281064924,False
1792,74,Hh,Overshoot,No,0.5,,57600
1793,74,Signal,Overshoot,No,0.5,,57600
1794,74,Hh,SS,No,0.5,51.07184266040845,False
1795,74,Signal,SS,No,0.5,39.73504663796303,False
1796,74,Hh,Overshoot,No,2,,57600
1797,74,Signal,Overshoot,No,2,,57600
1798,74,Hh,SS,No,2,54.43374287458936,False
1799,74,Signal,SS,No,2,75.37258889307198,False
1800,75,Hh,Overshoot,Yes,1,,57600
1801,75,Signal,Overshoot,Yes,1,,57600
1802,75,Hh,SS,Yes,1,36.37628165465839,False
1803,75,Signal,SS,Yes,1,27.50320226400457,False
1804,75,Hh,Overshoot,Yes,0.5,,57600
1805,75,Signal,Overshoot,Yes,0.5,,57600
1806,75,Hh,SS,Yes,0.5,36.8689751645417,False
1807,75,Signal,SS,Yes,0.5,16.468188722578233,False
1808,75,Hh,Overshoot,Yes,2,,57600
1809,75,Signal,Overshoot,Yes,2,,57600
1810,75,Hh,SS,Yes,2,36.24522932657934,False
1811,75,Signal,SS,Yes,2,39.02863732645732,False
1812,75,Hh,Overshoot,No,1,,57600
1813,75,Signal,Overshoot,No,1,,57600
1814,75,Hh,SS,No,1,38.70863759581765,False
1815,75,Signal,SS,No,1,30.4003631169912,False
1816,75,Hh,Overshoot,No,0.5,,57600
1817,75,Signal,Overshoot,No,0.5,,57600
1818,75,Hh,SS,No,0.5,38.25954653625604,False
1819,75,Signal,SS,No,0.5,18.499975519793892,False
1820,75,Hh,Overshoot,No,2,,57600
1821,75,Signal,Overshoot,No,2,,57600
1822,75,Hh,SS,No,2,39.08493397090096,False
1823,75,Signal,SS,No,2,42.29196475042701,False
1824,76,Hh,Overshoot,Yes,1,23.549970538678394,8374
1825,76,Signal,Overshoot,Yes,1,32.363062362703516,8374
1826,76,Hh,SS,Yes,1,19.200375967034077,False
1827,76,Signal,SS,Yes,1,24.763112241723448,False
1828,76,Hh,Overshoot,Yes,0.5,21.839202294472685,5058
1829,76,Signal,Overshoot,Yes,0.5,24.441994039188316,8063
1830,76,Hh,SS,Yes,0.5,17.0677544943846,False
1831,76,Signal,SS,Yes,0.5,17.517947198876385,False
1832,76,Hh,Overshoot,Yes,2,25.034537191543905,5637
1833,76,Signal,Overshoot,Yes,2,40.51144806370519,8781
1834,76,Hh,SS,Yes,2,21.79409066604225,False
1835,76,Signal,SS,Yes,2,32.53816502006015,False
1836,76,Hh,Overshoot,No,1,24.490442363135415,57600
1837,76,Signal,Overshoot,No,1,34.43976770522892,57600
1838,76,Hh,SS,No,1,24.601750564827483,False
1839,76,Signal,SS,No,1,32.35258990534838,False
1840,76,Hh,Overshoot,No,0.5,22.588335197868275,57600
1841,76,Signal,Overshoot,No,0.5,26.27382638691836,57600
1842,76,Hh,SS,No,0.5,22.78508353548885,False
1843,76,Signal,SS,No,0.5,24.229128212263618,False
1844,76,Hh,Overshoot,No,2,25.980712445815243,57600
1845,76,Signal,Overshoot,No,2,42.80638964452585,57600
1846,76,Hh,SS,No,2,25.99137210065345,False
1847,76,Signal,SS,No,2,40.618391724574266,False
1848,77,Hh,Overshoot,Yes,1,24.261713375557633,7263
1849,77,Signal,Overshoot,Yes,1,26.64514609023361,7263
1850,77,Hh,SS,Yes,1,12.842532946696224,False
1851,77,Signal,SS,Yes,1,12.580531251785146,False
1852,77,Hh,Overshoot,Yes,0.5,22.4857514498663,3673
1853,77,Signal,Overshoot,Yes,0.5,18.84106935179544,7341
1854,77,Hh,SS,Yes,0.5,13.285637466970584,False
1855,77,Signal,SS,Yes,0.5,7.335864232826879,False
1856,77,Hh,Overshoot,Yes,2,25.673143801134074,3567
1857,77,Signal,Overshoot,Yes,2,34.790197518698164,7344
1858,77,Hh,SS,Yes,2,15.45006506964721,False
1859,77,Signal,SS,Yes,2,19.09482811963032,False
1860,77,Hh,Overshoot,No,1,24.48967564489557,57600
1861,77,Signal,Overshoot,No,1,28.780921619578635,57600
1862,77,Hh,SS,No,1,24.601765469367322,False
1863,77,Signal,SS,No,1,26.38945775533074,False
1864,77,Hh,Overshoot,No,0.5,22.58677842901352,5894
1865,77,Signal,Overshoot,No,0.5,20.598679250982457,57600
1866,77,Hh,SS,No,0.5,22.785086229432636,False
1867,77,Signal,SS,No,0.5,18.280195722157885,False
1868,77,Hh,Overshoot,No,2,25.980440636892936,57600
1869,77,Signal,Overshoot,No,2,37.135656600850645,57600
1870,77,Hh,SS,No,2,25.99137006869273,False
1871,77,Signal,SS,No,2,34.65612984369919,False
1872,78,Hh,Overshoot,Yes,1,,57600
1873,78,Signal,Overshoot,Yes,1,,57600
1874,78,Hh,SS,Yes,1,8.415949491913125,False
1875,78,Signal,SS,Yes,1,12.590642778151633,False
1876,78,Hh,Overshoot,Yes,0.5,10.909263759505706,1837
1877,78,Signal,Overshoot,Yes,0.5,12.648706846920362,7096
1878,78,Hh,SS,Yes,0.5,7.333552435377271,False
1879,78,Signal,SS,Yes,0.5,9.33029418212081,False
1880,78,Hh,Overshoot,Yes,2,12.341496458721949,1942
1881,78,Signal,Overshoot,Yes,2,20.46343841566484,6100
1882,78,Hh,SS,Yes,2,9.754282448213928,False
1883,78,Signal,SS,Yes,2,16.420359828746612,False
1884,78,Hh,Overshoot,No,1,,57600
1885,78,Signal,Overshoot,No,1,,57600
1886,78,Hh,SS,No,1,11.969127161972807,False
1887,78,Signal,SS,No,1,19.011107667280143,False
1888,78,Hh,Overshoot,No,0.5,10.94861996303257,57600
1889,78,Signal,Overshoot,No,0.5,14.618177884263162,57600
1890,78,Hh,SS,No,0.5,11.206497045463664,False
1891,78,Signal,SS,No,0.5,15.089887522534326,False
1892,78,Hh,Overshoot,No,2,12.431978825809125,57600
1893,78,Signal,Overshoot,No,2,22.651148430009926,57600
1894,78,Hh,SS,No,2,12.663748607672701,False
1895,78,Signal,SS,No,2,23.09091444934259,False
1896,79,Hh,Overshoot,Yes,1,23.938259560638272,6713
1897,79,Signal,Overshoot,Yes,1,33.724118069667725,6713
1898,79,Hh,SS,Yes,1,14.295586039911697,False
1899,79,Signal,SS,Yes,1,20.490122184879752,False
1900,79,Hh,Overshoot,Yes,0.5,21.756829778429804,3676
1901,79,Signal,Overshoot,Yes,0.5,25.63981531237502,6693
1902,79,Hh,SS,Yes,0.5,11.360252045430883,False
1903,79,Signal,SS,Yes,0.5,14.540617665544175,False
1904,79,Hh,Overshoot,Yes,2,25.585408519673734,3663
1905,79,Signal,Overshoot,Yes,2,42.06543167691627,6817
1906,79,Hh,SS,Yes,2,17.735735827870272,False
1907,79,Signal,SS,Yes,2,27.69130013806256,False
1908,79,Hh,Overshoot,No,1,24.173155988314548,57600
1909,79,Signal,Overshoot,No,1,36.07040182488483,57600
1910,79,Hh,SS,No,1,24.31990517064291,False
1911,79,Signal,SS,No,1,36.32107039839876,False
1912,79,Hh,Overshoot,No,0.5,21.94049490230215,57600
1913,79,Signal,Overshoot,No,0.5,27.885618777860728,57600
1914,79,Hh,SS,No,0.5,22.202987715951096,False
1915,79,Signal,SS,No,0.5,28.525337512811035,False
1916,79,Hh,Overshoot,No,2,25.83828131014026,57600
1917,79,Signal,Overshoot,No,2,44.381566213041175,16154
1918,79,Hh,SS,No,2,25.870787544157437,False
1919,79,Signal,SS,No,2,44.70944706781769,False
1920,80,Hh,Overshoot,Yes,1,15.361982862997252,7355
1921,80,Signal,Overshoot,Yes,1,19.231717545700505,7355
1922,80,Hh,SS,Yes,1,12.655658186354515,False
1923,80,Signal,SS,Yes,1,16.43016227837809,False
1924,80,Hh,Overshoot,Yes,0.5,13.512025560995482,4193
1925,80,Signal,Overshoot,Yes,0.5,13.58058183946929,7505
1926,80,Hh,SS,Yes,0.5,11.066261471299839,False
1927,80,Signal,SS,Yes,0.5,11.578241917083687,False
1928,80,Hh,Overshoot,Yes,2,16.96582236132548,4212
1929,80,Signal,Overshoot,Yes,2,24.937208924426244,7474
1930,80,Hh,SS,Yes,2,14.666054050565691,False
1931,80,Signal,SS,Yes,2,21.432721451160702,False
1932,80,Hh,Overshoot,No,1,15.45687705659816,57600
1933,80,Signal,Overshoot,No,1,19.539395370490695,57600
1934,80,Hh,SS,No,1,15.820377928977365,False
1935,80,Signal,SS,No,1,20.572501963426248,False
1936,80,Hh,Overshoot,No,0.5,13.612947998575052,57600
1937,80,Signal,Overshoot,No,0.5,14.042344590113728,57600
1938,80,Hh,SS,No,0.5,14.042734016320225,False
1939,80,Signal,SS,No,0.5,14.729887971486505,False
1940,80,Hh,Overshoot,No,2,17.062816738191458,57600
1941,80,Signal,Overshoot,No,2,25.396027945819824,9950
1942,80,Hh,SS,No,2,17.2969994012918,False
1943,80,Signal,SS,No,2,26.168529580949425,False
1944,81,Hh,Overshoot,Yes,1,19.472317536188967,7737
1945,81,Signal,Overshoot,Yes,1,25.440246444678692,7737
1946,81,Hh,SS,Yes,1,10.67439796604971,False
1947,81,Signal,SS,Yes,1,14.17311892643417,False
1948,81,Hh,Overshoot,Yes,0.5,15.394219369409313,4104
1949,81,Signal,Overshoot,Yes,0.5,16.94317051371388,7469
1950,81,Hh,SS,Yes,0.5,8.326429743934312,False
1951,81,Signal,SS,Yes,0.5,8.883388491115966,False
1952,81,Hh,Overshoot,Yes,2,24.080962537710178,4428
1953,81,Signal,Overshoot,Yes,2,35.29208276896722,7687
1954,81,Hh,SS,Yes,2,14.669652641252327,False
1955,81,Signal,SS,Yes,2,21.377700509516643,False
1956,81,Hh,Overshoot,No,1,20.679436567473203,57600
1957,81,Signal,Overshoot,No,1,28.437944756071573,57600
1958,81,Hh,SS,No,1,21.156148515260455,False
1959,81,Signal,SS,No,1,28.600037853199183,False
1960,81,Hh,Overshoot,No,0.5,16.225322936134177,57600
1961,81,Signal,Overshoot,No,0.5,19.38608335899012,32631
1962,81,Hh,SS,No,0.5,16.691763480852288,False
1963,81,Signal,SS,No,0.5,19.503271529374743,False
1964,81,Hh,Overshoot,No,2,25.529172795734922,57600
1965,81,Signal,Overshoot,No,2,38.82751227797173,57600
1966,81,Hh,SS,No,2,25.932737965139026,False
1967,81,Signal,SS,No,2,38.938672378400234,False
1968,82,Hh,Overshoot,Yes,1,29.608254993436546,5040
1969,82,Signal,Overshoot,Yes,1,29.921652567420708,5040
1970,82,Hh,SS,Yes,1,23.236090298183413,False
1971,82,Signal,SS,Yes,1,23.409055360390013,False
1972,82,Hh,Overshoot,Yes,0.5,27.390549246880056,4011
1973,82,Signal,Overshoot,Yes,0.5,19.60389818975726,4842
1974,82,Hh,SS,Yes,0.5,22.868050188080787,False
1975,82,Signal,SS,Yes,0.5,14.540588971306008,False
1976,82,Hh,Overshoot,Yes,2,31.819407003225905,4104
1977,82,Signal,Overshoot,Yes,2,40.82775001961315,5411
1978,82,Hh,SS,Yes,2,26.33039457015488,False
1979,82,Signal,SS,Yes,2,33.56952776466571,False
1980,82,Hh,Overshoot,No,1,32.001136177498694,57600
1981,82,Signal,Overshoot,No,1,33.914269039482406,57600
1982,82,Hh,SS,No,1,32.08421970288069,False
1983,82,Signal,SS,No,1,33.82954379207895,False
1984,82,Hh,Overshoot,No,0.5,29.003184143714037,57600
1985,82,Signal,Overshoot,No,0.5,22.746421197348866,57600
1986,82,Hh,SS,No,0.5,29.136776127489412,False
1987,82,Signal,SS,No,0.5,22.732401160415677,False
1988,82,Hh,Overshoot,No,2,34.68470058796797,57600
1989,82,Signal,Overshoot,No,2,45.409560633462625,57600
1990,82,Hh,SS,No,2,34.67585924700049,False
1991,82,Signal,SS,No,2,45.37665608011839,False
1992,83,Hh,Overshoot,Yes,1,,57600
1993,83,Signal,Overshoot,Yes,1,,57600
1994,83,Hh,SS,Yes,1,31.558941827977947,False
1995,83,Signal,SS,Yes,1,39.56456066635797,False
1996,83,Hh,Overshoot,Yes,0.5,,57600
1997,83,Signal,Overshoot,Yes,0.5,,57600
1998,83,Hh,SS,Yes,0.5,28.04629148646393,False
1999,83,Signal,SS,Yes,0.5,26.77628229850899,False
2000,83,Hh,Overshoot,Yes,2,,57600
2001,83,Signal,Overshoot,Yes,2,,57600
2002,83,Hh,SS,Yes,2,37.25479696739008,False
2003,83,Signal,SS,Yes,2,54.11102937670652,False
2004,83,Hh,Overshoot,No,1,,57600
2005,83,Signal,Overshoot,No,1,,57600
2006,83,Hh,SS,No,1,45.2534335140016,False
2007,83,Signal,SS,No,1,58.306997407354324,False
2008,83,Hh,Overshoot,No,0.5,,57600
2009,83,Signal,Overshoot,No,0.5,,57600
2010,83,Hh,SS,No,0.5,41.067452769458185,False
2011,83,Signal,SS,No,0.5,42.521087389815285,False
2012,83,Hh,Overshoot,No,2,,57600
2013,83,Signal,Overshoot,No,2,,57600
2014,83,Hh,SS,No,2,48.98751229567832,False
2015,83,Signal,SS,No,2,75.18781740920687,False
2016,84,Hh,Overshoot,Yes,1,18.84830060276819,4304
2017,84,Signal,Overshoot,Yes,1,14.468480662926979,4304
2018,84,Hh,SS,Yes,1,16.54307377824341,False
2019,84,Signal,SS,Yes,1,12.598128936237131,False
2020,84,Hh,Overshoot,Yes,0.5,18.34757546616123,3746
2021,84,Signal,Overshoot,Yes,0.5,8.772994267629514,4204
2022,84,Hh,SS,Yes,0.5,16.916184068681915,False
2023,84,Signal,SS,Yes,0.5,7.36051698259206,False
2024,84,Hh,Overshoot,Yes,2,19.16175831649818,3193
2025,84,Signal,Overshoot,Yes,2,20.31285575204167,4415
2026,84,Hh,SS,Yes,2,16.51789573954207,False
2027,84,Signal,SS,Yes,2,17.996943532123467,False
2028,84,Hh,Overshoot,No,1,19.13534605717713,57600
2029,84,Signal,Overshoot,No,1,15.002820063002659,57600
2030,84,Hh,SS,No,1,19.149469737868145,False
2031,84,Signal,SS,No,1,15.38552006207236,False
2032,84,Hh,Overshoot,No,0.5,18.493003330972655,57600
2033,84,Signal,Overshoot,No,0.5,9.035071373590839,57600
2034,84,Hh,SS,No,0.5,18.574612292650883,False
2035,84,Signal,SS,No,0.5,9.502159144999865,False
2036,84,Hh,Overshoot,No,2,19.530171366662458,57600
2037,84,Signal,Overshoot,No,2,21.00465711262295,57600
2038,84,Hh,SS,No,2,19.493723481272454,False
2039,84,Signal,SS,No,2,21.580353500969025,False
2040,85,Hh,Overshoot,Yes,1,18.712482760648044,11805
2041,85,Signal,Overshoot,Yes,1,15.323886338279223,11805
2042,85,Hh,SS,Yes,1,18.48390682153611,False
2043,85,Signal,SS,Yes,1,14.868176235255419,False
2044,85,Hh,Overshoot,Yes,0.5,18.086272323686572,2378
2045,85,Signal,Overshoot,Yes,0.5,9.413656044162877,9858
2046,85,Hh,SS,Yes,0.5,17.99683612465728,False
2047,85,Signal,SS,Yes,0.5,9.122359313537373,False
2048,85,Hh,Overshoot,Yes,2,19.218075313682675,3241
2049,85,Signal,Overshoot,Yes,2,21.282478157467636,11451
2050,85,Hh,SS,Yes,2,18.898370945002284,False
2051,85,Signal,SS,Yes,2,20.72122117750324,False
2052,85,Hh,Overshoot,No,1,18.71425785354485,12786
2053,85,Signal,Overshoot,No,1,15.407191585551232,12786
2054,85,Hh,SS,No,1,18.754371164925317,False
2055,85,Signal,SS,No,1,15.201046073896265,False
2056,85,Hh,Overshoot,No,0.5,18.08625737848061,2378
2057,85,Signal,Overshoot,No,0.5,9.504117739551504,57600
2058,85,Hh,SS,No,0.5,18.143027207593377,False
2059,85,Signal,SS,No,0.5,9.355919545094835,False
2060,85,Hh,Overshoot,No,2,19.222771374639322,57600
2061,85,Signal,Overshoot,No,2,21.399356522860955,57600
2062,85,Hh,SS,No,2,19.218894712402076,False
2063,85,Signal,SS,No,2,21.10901168960791,False
2064,86,Hh,Overshoot,Yes,1,,57600
2065,86,Signal,Overshoot,Yes,1,,57600
2066,86,Hh,SS,Yes,1,17.848348804719194,False
2067,86,Signal,SS,Yes,1,23.22606797846798,False
2068,86,Hh,Overshoot,Yes,0.5,,57600
2069,86,Signal,Overshoot,Yes,0.5,,57600
2070,86,Hh,SS,Yes,0.5,16.359098009611714,False
2071,86,Signal,SS,Yes,0.5,16.478609146169063,False
2072,86,Hh,Overshoot,Yes,2,24.20123528651976,5592
2073,86,Signal,Overshoot,Yes,2,36.89464660827729,10829
2074,86,Hh,SS,Yes,2,20.203974797120907,False
2075,86,Signal,SS,Yes,2,30.5794581236226,False
2076,86,Hh,Overshoot,No,1,,57600
2077,86,Signal,Overshoot,No,1,,57600
2078,86,Hh,SS,No,1,23.578201002865796,False
2079,86,Signal,SS,No,1,31.254423329441636,False
2080,86,Hh,Overshoot,No,0.5,,57600
2081,86,Signal,Overshoot,No,0.5,,57600
2082,86,Hh,SS,No,0.5,22.067067286209948,False
2083,86,Signal,SS,No,0.5,23.393783642268474,False
2084,86,Hh,Overshoot,No,2,24.96842680855255,57600
2085,86,Signal,Overshoot,No,2,40.03471527264188,57600
2086,86,Hh,SS,No,2,25.016492466777606,False
2087,86,Signal,SS,No,2,39.39567499649676,False
2088,87,Hh,Overshoot,Yes,1,33.41277744396274,6061
2089,87,Signal,Overshoot,Yes,1,48.96453210615231,6061
2090,87,Hh,SS,Yes,1,20.605554076573142,False
2091,87,Signal,SS,Yes,1,28.473195446838673,False
2092,87,Hh,Overshoot,Yes,0.5,30.43212961738405,2962
2093,87,Signal,Overshoot,Yes,0.5,37.626242908598776,5888
2094,87,Hh,SS,Yes,0.5,16.17290245910128,False
2095,87,Signal,SS,Yes,0.5,19.465108498141234,False
2096,87,Hh,Overshoot,Yes,2,35.77174915957703,3220
2097,87,Signal,Overshoot,Yes,2,60.552616944273566,6276
2098,87,Hh,SS,Yes,2,25.525039134791868,False
2099,87,Signal,SS,Yes,2,38.63007281308758,False
2100,87,Hh,Overshoot,No,1,34.22888760374897,57600
2101,87,Signal,Overshoot,No,1,52.122803629208775,57600
2102,87,Hh,SS,No,1,34.265887874461555,False
2103,87,Signal,SS,No,1,51.22814142054625,False
2104,87,Hh,Overshoot,No,0.5,31.081076125782843,57600
2105,87,Signal,Overshoot,No,0.5,40.50675535406158,57600
2106,87,Hh,SS,No,0.5,31.2424885353404,False
2107,87,Signal,SS,No,0.5,39.72591537913305,False
2108,87,Hh,Overshoot,No,2,36.56528190312845,57600
2109,87,Signal,Overshoot,No,2,63.93857257406988,57600
2110,87,Hh,SS,No,2,36.474442631224534,False
2111,87,Signal,SS,No,2,62.92106404092029,False
2112,88,Hh,Overshoot,Yes,1,45.390799961610966,5241
2113,88,Signal,Overshoot,Yes,1,55.680779705390606,5241
2114,88,Hh,SS,Yes,1,31.873746689528744,False
2115,88,Signal,SS,Yes,1,39.95323814827326,False
2116,88,Hh,Overshoot,Yes,0.5,43.63781106197773,3721
2117,88,Signal,Overshoot,Yes,0.5,40.86525691571813,5018
2118,88,Hh,SS,Yes,0.5,28.21966447682182,False
2119,88,Signal,SS,Yes,0.5,27.055780674413697,False
2120,88,Hh,Overshoot,Yes,2,47.39579851817961,3977
2121,88,Signal,Overshoot,Yes,2,71.69478524702191,5583
2122,88,Hh,SS,Yes,2,37.55924193064452,False
2123,88,Signal,SS,Yes,2,54.46468094345547,False
2124,88,Hh,Overshoot,No,1,50.12139542350416,57600
2125,88,Signal,Overshoot,No,1,67.21242565447372,57600
2126,88,Hh,SS,No,1,49.88836078835297,False
2127,88,Signal,SS,No,1,66.13725156109317,False
2128,88,Hh,Overshoot,No,0.5,47.10712818247176,57600
2129,88,Signal,Overshoot,No,0.5,50.31790475710115,57600
2130,88,Hh,SS,No,0.5,46.94103951229841,False
2131,88,Signal,SS,No,0.5,49.474573347844846,False
2132,88,Hh,Overshoot,No,2,52.6848747147061,57600
2133,88,Signal,Overshoot,No,2,89.27605890185124,57600
2134,88,Hh,SS,No,2,52.36087681989522,False
2135,88,Signal,SS,No,2,87.00759618753109,False
2136,89,Hh,Overshoot,Yes,1,24.524544439215532,6877
2137,89,Signal,Overshoot,Yes,1,25.126176639725827,6877
2138,89,Hh,SS,Yes,1,21.375996105967346,False
2139,89,Signal,SS,Yes,1,22.650199038699398,False
2140,89,Hh,Overshoot,Yes,0.5,,57600
2141,89,Signal,Overshoot,Yes,0.5,,57600
2142,89,Hh,SS,Yes,0.5,21.279874583858316,False
2143,89,Signal,SS,Yes,0.5,15.437660637259796,False
2144,89,Hh,Overshoot,Yes,2,,57600
2145,89,Signal,Overshoot,Yes,2,,57600
2146,89,Hh,SS,Yes,2,22.875332331869842,False
2147,89,Signal,SS,Yes,2,30.4188840743781,False
2148,89,Hh,Overshoot,No,1,25.565090541621032,22683
2149,89,Signal,Overshoot,No,1,27.385128113819334,22683
2150,89,Hh,SS,No,1,25.54225293867185,False
2151,89,Signal,SS,No,1,27.48788472474709,False
2152,89,Hh,Overshoot,No,0.5,,57600
2153,89,Signal,Overshoot,No,0.5,,57600
2154,89,Hh,SS,No,0.5,24.553199324330834,False
2155,89,Signal,SS,No,0.5,19.488975067927527,False
2156,89,Hh,Overshoot,No,2,,57600
2157,89,Signal,Overshoot,No,2,,57600
2158,89,Hh,SS,No,2,26.417038291278033,False
2159,89,Signal,SS,No,2,35.828515111747635,False
2160,90,Hh,Overshoot,Yes,1,19.043436578697026,7383
2161,90,Signal,Overshoot,Yes,1,21.04245591238444,7383
2162,90,Hh,SS,Yes,1,15.553466382130154,False
2163,90,Signal,SS,Yes,1,16.75809301857693,False
