,x_reach_Hh_over,t_reach_Hh_over,x_reach_Signal_over,t_reach_Signal_over,x_reach_Hh_SS,x_reach_Signal_SS,x_reach_Hh_over_up,t_reach_Hh_over_up,x_reach_Signal_over_up,t_reach_Signal_over_up,x_reach_Hh_SS_up,x_reach_Signal_SS_up,x_reach_Hh_over_down,t_reach_Hh_over_down,x_reach_Signal_over_down,t_reach_Signal_over_down,x_reach_Hh_SS_down,x_reach_Signal_SS_down
24,38.70683835830276,6762,57.876895201976154,23474,38.33744027684816,52.37088284198925,37.9814182219793,6883,45.889104515967254,23664,37.646679104524615,40.52586492154441,39.25467577505952,6825,70.16040922456008,23589,38.884784756916275,64.38519768960376
25,37.734645090776986,6065,51.38389347649649,8541,32.320164739243424,43.661523280030224,37.12071377844505,6000,39.580763130866856,8098,30.87190693961672,32.61654142685548,38.3754799973491,6494,63.33218426818868,9015,34.60181087297403,55.17817754873596
26,,57600,,57600,16.429083790442448,8.069283507294514,,57600,,57600,16.043964255983965,4.029261371837393,,57600,,57600,16.88572334638951,13.460930117926793
27,25.507511890513868,3463,38.350299031070456,6328,18.784249578908444,27.033644237148536,,57600,,57600,15.702178335552816,19.637278861032,26.586969174451596,3698,46.68143132338156,6635,21.734484776947582,34.78860548543901
28,26.318849413090177,6133,27.17276860367123,9141,18.807169943854774,19.574225517957117,25.900276063171304,6432,19.080429589182287,8978,20.19150131894547,12.981445939424745,26.73962178752724,6129,35.419143492896595,9396,20.375780742491244,27.018475313737
29,17.51259358959753,1522,12.363379736333897,10505,12.657164468483245,7.461009234660494,17.223232229709353,1219,7.011729058980521,11769,14.474518198009193,4.400864373315784,18.08575210417142,2337,17.8580054005524,9524,11.021965556908313,11.228367925148447
30,,57600,,57600,30.210686591719323,42.16836094707211,,57600,,57600,24.306309082142818,29.26865282007904,,57600,,57600,36.81592009734897,56.734904830772884
31,,57600,,57600,16.535461224807463,22.51751612278339,,57600,,57600,15.833033964385734,17.14859840456272,,57600,,57600,17.525021076233983,28.43196995785604
32,33.80741452124563,5920,15.577063076843672,5492,28.18761963658058,7.3097104334226515,31.818692526176974,7979,6.159193325379647,7174,30.046171096837412,2.2084731403832762,35.28824377512265,5331,26.537735668807457,5537,25.405757364724707,14.761952448743187
33,,57600,,57600,10.540239815397058,14.22492075050937,,57600,,57600,9.776005559798705,10.404966684293385,13.196579685098172,2510,20.427904694466775,9565,11.521227754143865,18.111758332780028
34,12.249668887302008,3212,16.57845847809253,17989,12.154833986621696,16.638570152157314,11.799626817092147,1848,12.608627578610665,18841,11.677597380093374,12.746118486400334,12.757452653765853,3360,20.70149031363873,17610,12.69450125453534,20.690015101098282
35,,57600,,57600,43.29669341010458,56.95862756507163,,57600,,57600,39.99820225211905,41.46907476057736,,57600,,57600,47.438470586526336,73.86743945849925
36,,57600,,57600,13.491931854779665,12.639321061409646,,57600,,57600,16.56737069437169,7.909879714394364,,57600,,57600,14.483375190821704,18.562003239584016
37,39.22496827391375,3971,41.931497639775266,5664,16.18682002260465,14.161367463971075,33.732200718167675,4064,27.88948080309933,5412,16.76784396377313,6.64859636712626,43.885366907002314,4111,57.022321321992855,6045,21.360663892902394,24.582237067025503
38,,57600,,57600,33.68893571183503,35.904577577416845,,57600,,57600,32.988807376843994,24.746219055416958,,57600,,57600,35.35743105805933,47.44675460646927
39,,57600,,57600,19.52296488477144,3.970335608770611,,57600,,57600,19.436166274450898,1.380254328520877,,57600,,57600,19.550257063956238,9.77323817218452
40,,57600,,57600,22.012308996492635,15.81934035515323,,57600,,57600,23.486068218145107,8.998140142845983,,57600,,57600,21.885796594697,23.294772054974402
41,31.881273434701356,4455,36.08610752803469,5958,22.273745275116326,22.50251735278337,29.271622208248317,4522,25.287387426037,5628,21.05696512427258,13.503893294704866,34.07698905199824,4734,47.36492501199729,6359,26.220735030029758,32.77699249491086
42,23.41424338105068,5672,39.157015114208505,8639,17.637690595400315,27.732427647454358,21.188459763997756,5274,31.127801948516236,8223,14.340246052682161,20.63602067578755,25.179898365296353,6222,47.38760930998442,9097,20.82894252546511,35.52182009644571
43,,57600,,57600,8.726123518384085,13.397428482611275,,57600,,57600,6.7534654230582305,9.542027489763655,18.04613116038125,3311,34.27108099126261,7703,11.133865235630509,18.157471801176712
44,26.967596451684557,6763,28.74618355993036,9883,25.377555787086507,27.440471964920448,26.54726659214893,7041,20.52921429669567,10923,25.228912673208,19.483248490427457,27.317370384379203,6875,37.19526753526644,10610,26.1457284543564,35.74756458430956
45,25.959055964000697,5266,19.676288807470755,6280,19.491997227138526,14.280359295270003,25.798565781163546,5871,13.691725923746915,6372,20.97082335414298,7.870631387179614,26.12512741078308,4993,27.017926722124386,6690,20.50825373102755,21.615261273396968
46,,57600,,57600,12.586880682366953,6.1071018972831865,,57600,,57600,13.105244876620475,3.3295690789864096,,57600,,57600,12.268694813195808,9.792880568428217
47,,57600,,57600,32.640020831792654,32.80858937286118,,57600,,57600,30.388887149910673,20.046042442881898,,57600,,57600,37.640946800710154,47.29751246138547
48,50.19571788159715,5113,69.78122202397478,8301,23.579515402678467,29.039673651533803,47.60501119168705,5235,53.289129945752855,7976,22.691166686489694,18.35530642533159,52.13963923114582,5252,96.84209718604275,8962,29.864090596788074,42.07881783980302
