,gene,temperature,width
0,ptc,18,12.042175076785949
1,ptc,18,15.093238561411999
2,ptc,18,12.728593273606757
3,ptc,18,10.244521456114386
4,ptc,18,12.890103437564598
5,ptc,18,13.136918265584672
6,ptc,18,14.124177577664973
7,ptc,18,11.40580228288165
8,ptc,18,12.737692437773395
9,ptc,18,11.117472518351288
10,ptc,18,14.895331740787606
11,ptc,18,12.85143198985638
12,ptc,18,15.331522923025853
13,ptc,18,12.912282650220778
14,ptc,18,16.26077506354383
15,ptc,18,15.289439288755146
16,ptc,18,9.97723350871937
17,ptc,18,13.826179951207553
18,ptc,18,8.916043487785128
19,ptc,18,10.004531001219288
20,ptc,18,9.007035129451518
21,ptc,18,12.196860867618806
22,ptc,18,16.013391537763336
23,ptc,18,12.05411772975466
24,ptc,18,11.710055584703637
25,ptc,18,9.297070987263126
26,ptc,18,9.355078158825448
27,ptc,18,11.16296833918448
28,ptc,18,11.304005383767382
29,ptc,18,12.660349542356967
30,ptc,18,18.612909000619943
31,ptc,18,11.810146390536662
32,ptc,18,14.192421308914762
33,ptc,18,14.022380678550705
34,ptc,18,12.379412848711993
35,ptc,18,11.895451054598901
36,ptc,18,17.332770341925958
37,ptc,18,12.401592061368177
38,ptc,25,11.876115330744792
39,ptc,25,11.62986920048513
40,ptc,25,10.404894224551391
41,ptc,25,11.037854831893199
42,ptc,25,8.82562054387916
43,ptc,25,9.443226311689761
44,ptc,25,10.834261033664655
45,ptc,25,10.188220377833307
46,ptc,25,11.893744961317655
47,ptc,25,15.477109549692068
48,ptc,25,10.36394798580152
49,ptc,25,9.94709252741738
50,ptc,25,13.34619904141736
51,ptc,25,10.681281336113043
52,ptc,25,10.025004120594222
53,ptc,25,15.404884934119373
54,ptc,25,13.12383821709513
55,ptc,25,12.900908695012477
56,ptc,25,12.507938542565768
57,ptc,25,9.680373277782781
58,ptc,25,10.456077022988733
59,ptc,25,10.636354213040264
60,ptc,25,12.166719886316816
61,ptc,25,12.300932557774736
62,ptc,25,13.56799116797918
63,ptc,25,10.10632790033356
64,ptc,25,12.257711527983203
65,ptc,25,8.738609786535674
66,ptc,25,11.081075861684731
67,ptc,25,11.95914520376537
68,ptc,25,13.299565825063338
69,ptc,25,14.61496374490305
70,ptc,25,13.227909907251059
71,ptc,25,10.937195328299756
72,ptc,25,12.139991091577317
73,ptc,25,11.891470170275994
74,ptc,25,10.890562111945734
75,ptc,25,11.34552032027767
76,ptc,25,9.816292042521948
77,ptc,25,11.227231186111366
78,ptc,25,10.234853594187328
79,ptc,25,9.58653814731432
80,ptc,25,12.999862105324674
81,ptc,25,10.846772384393782
82,ptc,25,11.990992278348605
83,ptc,25,11.59517863709982
84,ptc,25,9.038313506274337
85,ptc,25,15.9508347841177
86,ptc,25,9.509763949658307
87,ptc,25,11.083919350486807
88,ptc,25,12.313443908503865
89,ptc,29,14.5825479725594
90,ptc,29,9.339723319294244
91,ptc,29,12.182074725848016
92,ptc,29,12.82697798615854
93,ptc,29,11.039560925174442
94,ptc,29,6.812430472010335
95,ptc,29,9.842452139501034
96,ptc,29,12.772383001158707
97,ptc,29,9.013859502576496
98,ptc,29,11.927298129182132
99,ptc,29,7.838929929559268
100,ptc,29,13.767604081884816
101,ptc,29,12.266810692149841
102,ptc,29,12.87417990027298
103,ptc,29,11.74417745032853
104,ptc,29,13.946743876415521
105,ptc,29,12.739967228815058
106,ptc,29,14.388053338497496
107,ptc,29,8.150576302266646
108,ptc,29,10.693792686842173
109,ptc,29,9.998844023615138
110,ptc,29,15.35540822896328
111,ptc,29,11.977343532098647
112,ptc,29,10.80241395908142
113,ptc,29,15.545921978702275
114,ptc,29,11.660578879547538
115,ptc,29,12.391924199441124
116,ptc,29,11.820951647984545
117,ptc,29,12.782050863085763
118,ptc,29,12.210509613868762
119,ptc,29,13.64078448131229
120,ptc,29,11.09017502585137
121,ptc,29,9.835627766376053
122,ptc,29,13.691967279749633
123,ptc,29,11.732234797359816
